"region","scenario","output","subsector","technology","year","gen"
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2080",1.90446e-06
"China","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2080",5.40055
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2080",0.100249
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2080",1.60824
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2080",6.285884
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2080",0.1451653
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2080",8.583197
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2080",1.1421083
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2080",0.3135449
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2080",0.0202315
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2080",9.82768e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2080",0.00581648
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2080",3.26796e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2080",0.0531544
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2080",4.28881e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2080",0.0225109
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2080",5.50896e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal cogen","2080",6.20299e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2080",0.306426
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2080",0.00707199
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2080",6.24459e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2080",4.17424e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2080",0.00309227
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2080",0.025981
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2080",0.000428937
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2080",0.35608
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2080",0
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2080",0.0171037
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2080",0.000204005
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2080",1.11263e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids cogen","2080",0.000351476
"Taiwan","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2080",0.0562497
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2080",0.293831
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2080",0.533704
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2080",0.08067133
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2080",0.003445005
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2080",0.160583
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2080",0.2416692
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2080",0.009794462
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2085",0.973424
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2085",1.29923e-05
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2085",3.16218
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2085",7.71882e-06
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2085",3.92861
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2085",0.000170076
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2085",3.33296
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2085",0.000253077
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2085",1.27793
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2085",0.000409876
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2085",3.84826e-06
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2085",2.13913e-05
"China","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2085",0.112992
"China","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2085",4.19553
"China","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2085",0.0360527
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2085",18.3433
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2085",0
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2085",0.00530856
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2085",7.42738e-06
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2085",4.86265e-07
"China","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2085",5.29068
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2085",0.0966649
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2085",1.31616
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2085",5.89302
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2085",0.12729977
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2085",7.697818
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2085",1.146957
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2085",0.2743253
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2085",0.0258258
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2085",4.90606e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2085",0.00724672
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2085",1.56329e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2085",0.0553206
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2085",2.17812e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2085",0.0228504
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2085",2.3616e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal cogen","2085",5.07896e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2085",0.326389
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2085",0.00296481
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2085",2.46553e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2085",3.51569e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2085",0.00309274
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2085",0.0267417
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2085",0.000486461
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2085",0.373571
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2085",0
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2085",0.0150947
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2085",9.88907e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2085",5.01902e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids cogen","2085",0.00031585
"Taiwan","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2085",0.0571614
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2085",0.300183
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2085",0.467221
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2085",0.07470263
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2085",0.003344314
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2085",0.1664284
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2085",0.2689154
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2085",0.010271942
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2090",1.02034
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2090",8.22621e-06
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2090",3.56637
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2090",4.25111e-06
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2090",3.69876
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2090",5.61358e-05
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2090",2.98243
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2090",5.41025e-05
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2090",1.03286
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2090",5.35689e-05
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2090",3.75941e-07
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2090",1.68837e-05
"China","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2090",0.113022
"China","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2090",4.30415
"China","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2090",0.0421886
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2090",17.8563
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2090",0
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2090",0.00418831
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2090",1.52919e-06
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2090",8.35404e-08
"China","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2090",5.13661
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2090",0.0917549
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2090",1.16244
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2090",5.5867
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2090",0.11561166
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2090",7.174253
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2090",0.8483299
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2090",0.24929136
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2090",0.0354359
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2090",2.44013e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2090",0.0109391
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2090",7.39381e-07
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2090",0.0544388
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2090",1.03992e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2090",0.0218601
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2090",8.67379e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal cogen","2090",4.14351e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2090",0.324891
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2090",0.000612883
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2090",4.73359e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2090",2.98307e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2090",0.00309442
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2090",0.0275024
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2090",0.000554395
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2090",0.380498
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2090",0
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2090",0.0119207
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2090",3.21865e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2090",1.36848e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids cogen","2090",0.000288585
"Taiwan","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2090",0.0558247
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2090",0.304416
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2090",0.449395
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2090",0.07526365
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2090",0.003352692
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2090",0.1707505
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2090",0.2721324
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2090",0.01061292
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2095",1.1418
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2095",3.18258e-06
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2095",3.84011
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2095",1.102e-06
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2095",3.29851
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2095",1.33791e-05
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2095",2.48161
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2095",1.04045e-05
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2095",1.01592
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2095",3.81524e-05
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2095",8.46872e-07
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2095",1.45443e-05
"China","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2095",0.112808
"China","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2095",4.40924
"China","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2095",0.0465629
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2095",15.2876
"China","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2095",0
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2095",0.0117293
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2095",1.3145e-05
"China","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2095",2.9529e-07
"China","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2095",4.88805
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2095",0.0997947
"China","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2095",1.15246
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2095",5.48218
"China","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2095",0.12647076
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2095",7.701283
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2095",1.1681879
"China","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2095",0.26465966
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2095",0.0373674
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2095",1.57663e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2095",0.0115599
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2095",3.97878e-07
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2095",0.055347
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2095",5.28319e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2095",0.0221878
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2095",3.91459e-06
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","coal","coal cogen","2095",3.59177e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2095",0.290077
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2095",6.80064e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2095",8.10546e-07
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2095",2.61864e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2095",0.0030931
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydro","hydro","2095",0.0282631
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","hydrogen","hydrogen cogen","2095",0.000609812
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_III","2095",0.371522
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","nuclear","Gen_II_LWR","2095",0
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2095",0.0140653
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2095",3.03654e-05
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2095",7.47382e-07
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","refined liquids","refined liquids cogen","2095",0.000267309
"Taiwan","Policy_NoDAC_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2095",0.0486202
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP","2095",0.322793
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","CSP_storage","2095",0.462564
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV","2095",0.07508483
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","solar","PV_storage","2095",0.003579253
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind","2095",0.1727619
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_offshore","2095",0.2858484
"Taiwan","Policy_NoDAC_CI_IPSL","electricity","wind","wind_storage","2095",0.01121144
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2100",1.19054
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (IGCC)","2100",1.25649e-06
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv CCS)","2100",3.93993
"China","Policy_NoDAC_CI_IPSL","electricity","biomass","biomass (conv)","2100",3.52963e-07
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC CCS)","2100",2.93325
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (IGCC)","2100",4.03137e-06
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul CCS)","2100",2.12937
"China","Policy_NoDAC_CI_IPSL","electricity","coal","coal (conv pul)","2100",2.81144e-06
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC CCS)","2100",1.05058
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (CC)","2100",2.09484e-05
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas (steam/CT)","2100",4.37976e-07
"China","Policy_NoDAC_CI_IPSL","electricity","gas","gas cogen","2100",1.40987e-05
"China","Policy_NoDAC_CI_IPSL","electricity","geothermal","geothermal","2100",0.112886
